name,genre,year
Mondo Sexxxx: The Terry Kobrah Story,"['Comedy', 'Drama', 'Horror']",1980
09,['Drama'],1980
Sin pecado,"['Drama', 'Fantasy', 'Mystery']",1980
Paper Ketchup,"['Comedy', 'Musical', 'Romance']",1980
You Used to Be Beautiful,"['Comedy', 'Drama', 'Romance']",1980
116 Muscles,['Drama'],1980
The Wake of Dick Johnson,['Drama'],1980
Bob Mazooka: Fun Time Action Hour for Kids,['Comedy'],1980
Life in Parallel,"['Comedy', 'Drama']",1980
Wormtooth Nation,['Sci-Fi'],1980
The Pass Rusher,"['Drama', 'Romance', 'Sport']",1980
Running on Empty,"['Action', 'Thriller']",1980
Front Man,['Drama'],1980
My America,['Drama'],1980
Fillbilly,['Comedy'],1980
Only Human,"['Drama', 'Horror', 'Romance']",1980
Bongoland II: There Is No Place Like Home,['Drama'],1980
Jouir De La Vie,"['Drama', 'Romance']",1980
As Though Dead,['Horror'],1980
Kaptin Boom,['Comedy'],1980
Bubble Bubble Meows and the Meteor Stomachache,['Animation'],1980
The Two Roomer,['Thriller'],1980
Halloween Creep Tales,['Horror'],1980
Road to Kingsville,"['Drama', 'Thriller']",1980
The Bestest Christmas Ever,['Comedy'],1980
Arrgh! A Pirate Story,"['Comedy', 'Music']",1980
Just Another Noir,['Crime'],1980
Reflections on the USS Arizona Memorial,[],1980
"Cheer Up, Sam",['Drama'],1980
Couch Cases,['Comedy'],1980
We Grew Up Here,"['Drama', 'Music']",1980
Good Bye,['Thriller'],1980
Big Top Winkle,['Adventure'],1980
Rat Rod Rockers!,['Crime'],1980
Euthination,['Horror'],1980
Chickens in the Shadows,"['Comedy', 'Music']",1980
Drunk Dumb Fucks,['Comedy'],1980
Retribution of the Wolf,['Western'],1980
The Rockford Blondes,"['Biography', 'Comedy']",1980
The Last Hot Lick,"['Drama', 'Music']",1980
The Parchene Conspiracy,['Sci-Fi'],1980
Only Interstellar Pinball Lives Forever,"['Comedy', 'Drama', 'Fantasy']",1980
Fictionality,['Action'],1980
Senior Prom,['Comedy'],1980
Pwners,"['Comedy', 'Drama']",1980
A Carol of Christmas,['Comedy'],1980
Jerome's Razor,"['Adventure', 'Drama']",1980
The Chemical King,"['Comedy', 'Fantasy']",1980
Rifftrax: Order in the Shorts,['Comedy'],1980
"My Necklace, Myself",['Fantasy'],1980
To Fly,['Drama'],1980
Thirty Second Doom,"['Action', 'Adventure', 'Crime']",1980
Up North,"['Comedy', 'Horror']",1980
Legends of Mini-Golf: The Flamingo's Challenge,['Comedy'],1980
The Happy Widowers,['Comedy'],1980
Ku Klux Kornea,['Comedy'],1980
Hope for a Thorn,['Drama'],1980
Dreams of the Wayward,['Drama'],1980
Grappling with your Demons,['Drama'],1980
Incident at Barstow,['Thriller'],1980
The Mayor & King Switch Places,"['Comedy', 'Crime', 'Drama']",1980
All Suspects,"['Action', 'Crime', 'Drama']",1980
Icrush the Movie,['Comedy'],1980
Max Romer: Appalachian Justice,"['Action', 'Comedy']",1980
Abram's Hand,"['Crime', 'Horror', 'Thriller']",1980
Wright Street,"['Drama', 'Mystery']",1980
Outfitumentary,[],1980
Exit 117,['Drama'],1980
Bee Dead,"['Comedy', 'Horror']",1980
Fools,"['Action', 'Comedy', 'Horror']",1980
"Finally, Lillian and Dan",[],1980
The Doorway,['Horror'],1980
The Sister,['Horror'],1980
Spirit Gum,"['Animation', 'Comedy', 'Fantasy']",1980
The Temple II: Birth into Darkness,"['Action', 'Fantasy', 'Horror']",1980
Suburban Backlot,['Comedy'],1980
The Price of Loyalty,['Action'],1980
A Boys Night Out,['Drama'],1980
Finding St. Isabel,['Drama'],1980
The Light,"['Comedy', 'Horror', 'Sci-Fi']",1980
Social Distortion: Live in Orange County,['Music'],1980
Gans-Nelson Fight,['Sport'],1980
Gary Has No Pants,['Comedy'],1980
I Hate L.A.,"['Comedy', 'Horror', 'Mystery']",1980
The Golden Space City of God,['Musical'],1980
In 200 Characters or Less,"['Comedy', 'Romance']",1980
Consequence,['Drama'],1980
Lightning Salad Moving Picture,['Comedy'],1980
The Season,['Drama'],1980
When the Boys Walk In,['Drama'],1980
Your Roommate,"['Comedy', 'Romance']",1980
Bubble Bubble Meows and the Lame-O Baby Jib,"['Animation', 'Comedy', 'Family']",1980
The Sound of Victory,['Drama'],1980
Gav-n,['Action'],1980
The Abstract Heart,"['Drama', 'Horror', 'Romance']",1980
Here. My Explosion...,['Drama'],1980
Bhoner: The Movie,"['Comedy', 'Horror']",1980
Randomocity,"['Comedy', 'Drama']",1980
The Downfall of Mr. Difford,['Thriller'],1980
Don't Mess with the IRS,"['Action', 'Comedy']",1980
Bored,['Comedy'],1980
The Pine Overcoat,"['Drama', 'Thriller']",1980
Writer's Block,['Thriller'],1980
Monster of Party Beach,['Comedy'],1980
The Hardest Love,['Drama'],1980
Your Second Chance,['Thriller'],1980
Queenie: Priestess of the Ghetto,"['Action', 'Comedy', 'Drama']",1980
Somewhere We Lived,"['Comedy', 'Drama']",1980
Finding Home,['Drama'],1980
Heart Beats,['Romance'],1980
Off-Loop,"['Comedy', 'Drama']",1980
Forgotten in Still Frame,"['Action', 'Drama', 'Thriller']",1980
Novelties,['Drama'],1980
Freaks Nerds & Romantics,"['Comedy', 'Drama', 'Music']",1980
Melvyn's Clock,['Drama'],1980
Nocturnal After Hours,"['Action', 'Comedy', 'Drama']",1980
Four Tanks and a Healer,['Animation'],1980
Ring of Honor: Greatest Rivalries,['Action'],1980
Wolfy's Journey,"['Animation', 'Adventure', 'Fantasy']",1980
Cleaners,['Drama'],1980
Spidertron,"['Action', 'Comedy', 'Sci-Fi']",1980
"Witness to History: The Sights & Sounds of December 7th, 1941",[],1980
The Way of Snow,"['Drama', 'Fantasy']",1980
Sour Apple Freeze Pop,['Comedy'],1980
They Made That Up!,['Comedy'],1980
The Lower Circle,"['Fantasy', 'Horror', 'Sci-Fi']",1980
Broken,"['Comedy', 'Drama', 'Family']",1980
Starcliff,['Action'],1980
The Evangelist,"['Comedy', 'Drama']",1980
Fantastic Tales Of The Unknown: The Movie,['Horror'],1980
"Stripped, Bear",['Drama'],1980
Sheryl Crow: Live,[],1980
Hallows Eve: Slaughter on Second Street,['Horror'],1980
Nicky Newark,['Drama'],1980
Behind the Red Motel Door,['Crime'],1980
Luther's Magic Weed,['Comedy'],1980
Gary from Accounting,['Comedy'],1980
Young Citizen Patriots: Young Kid Ambassadors,['Family'],1980
Below the Border,"['Action', 'Adventure', 'Western']",1980
Honorable Retribution,"['Action', 'Drama']",1980
Hamlin Pond,['Drama'],1980
Found Footage Festival Volume 3: Live in San Francisco,['Comedy'],1980
Dinner with the Dons,['Comedy'],1980
Prank Calls: 50th Call Anniversary,['Comedy'],1980
Hollywoodburgh Shorts!,['Comedy'],1980
Working Stiffs,"['Comedy', 'Horror']",1980
Transfusion,"['Drama', 'Thriller']",1980
O.A.R.: Live from Madison Square Garden,['Music'],1980
Not-So-Super Girl,"['Action', 'Comedy', 'Mystery']",1980
The Heartwood Dagger,['Drama'],1980
The Dead Hate Their Late Fees,"['Comedy', 'Horror']",1980
White Tiger: The Story of Rick and Roddy,['Comedy'],1980
Krissy Belle,['Comedy'],1980
Rail Pennies,"['Adventure', 'Drama']",1980
John Gets Wasted,['Comedy'],1980
Dimensions of Failure,"['Comedy', 'Mystery', 'Sci-Fi']",1980
Rose Colored Miles,['Comedy'],1980
My Dinner with A.J.,"['Comedy', 'Drama']",1980
Lunatics Lovers & Actors,['Drama'],1980
Just Tom,"['Comedy', 'Drama']",1980
"The Donut, the Balloon and the Lifesaver","['Comedy', 'Family']",1980
Staying Gold,['Drama'],1980
Smitty: The Pied Piper,"['Drama', 'Thriller']",1980
A Variety of Mysteries,"['Comedy', 'Drama', 'Mystery']",1980
"PAPA the Man, the Myth, the Legend New Project","['Biography', 'Drama', 'History']",1980
Ben Fries the Slaves,"['Comedy', 'Drama']",1980
Right in the Cloaca!,['Comedy'],1980
Belief,['Drama'],1980
Mondo Sacramento,"['Biography', 'Crime', 'History']",1980
Shameless Reality,['Drama'],1980
JJ Star... How Embarrassing,['Biography'],1980
Cheering Up Dewie,['Comedy'],1980
Devil Come to Hell and Stay Where You Belong,['Western'],1980
Walking Shadows,"['Drama', 'Horror', 'Thriller']",1980
Street of the Dead,"['Adventure', 'Comedy', 'Horror']",1980
Second Sight,"['Drama', 'Sci-Fi', 'Thriller']",1980
The Diamonds of Metro Valley,"['Action', 'Comedy', 'Sci-Fi']",1980
Bridge,"['Drama', 'Family']",1980
A Nightmare to Remember: Volume 1,['Horror'],1980
A Perfect Game,['Comedy'],1980
She Unfolds by Day,['Drama'],1980
Smashed Back,"['Adventure', 'Thriller', 'Western']",1980
A Catastrophe of Men,['Comedy'],1980
Mako Adventures,"['Action', 'Adventure', 'Family']",1980
Flea Market Finish Line,['Drama'],1980
La Sierva,"['Drama', 'Thriller']",1980
Evening's Civil Twilight in Empires of Tin,['Music'],1980
The Dying,['Horror'],1980
Eugene Walter: Last of the Bohemians,['Biography'],1980
The Marshmallow Ghosts Present Corpse Reviver No. 2,['Horror'],1980
A Giant Awakens,['Sport'],1980
Pickled,['Mystery'],1980
Truth,['Drama'],1980
Tangled Web,['Drama'],1980
A Day in the Lifeless,"['Comedy', 'Drama']",1980
The Pastry Tavern,['Animation'],1980
Crimson Circle,"['Drama', 'Thriller']",1980
The Drachen Recruitment Experiment,['Horror'],1980
Captain Slickpants,['Comedy'],1980
Faith,['Comedy'],1980
Lawson: White Heat,"['Action', 'Comedy']",1980
Natalie,['Drama'],1980
"WWE: Summerslam - The Complete Anthology, Vol. 1",['Action'],1980
New York Decalogue,['Drama'],1980
Southsyde,"['Drama', 'Sport']",1980
Writer's Block,"['Drama', 'Romance']",1980
On the Count of 3,"['Action', 'Comedy', 'Crime']",1980
Turning Point,['Drama'],1980
Understanding Vander,"['Comedy', 'Music']",1980
As Cool as Jennifer: Volume 2,"['Action', 'Adventure']",1980
Til Death,"['Comedy', 'Horror']",1980
Run Hollywood Summer,['Comedy'],1980
Men with Arms,"['Drama', 'Family']",1980
Quivering Norman,"['Comedy', 'Music']",1980
The Dangers of Dreaming,['Drama'],1980
The Magic of Christmas II,['Family'],1980
Grindcore: 85 Minutes of Brutal Heavy Metal,['Music'],1980
"Hit Em Hard, the Story of Zaina Juliette","['Biography', 'Music']",1980
The Worst Thing,"['Drama', 'Thriller']",1980
The Forgotten Jewel,['Action'],1980
Mad Cow: The Fall of the ZDA,"['Action', 'Adventure', 'Crime']",1980
"Attack of the Psychedelic Zombies, Man!",['Comedy'],1980
Promenade,[],1980
Kato Therapy,['Thriller'],1980
Shattered Focus,"['Drama', 'Romance']",1980
Duality,"['Comedy', 'Crime']",1980
Elysium,['Drama'],1980
God Is D_ad,['Drama'],1980
Saberfrog,"['Comedy', 'Drama', 'Sci-Fi']",1980
Demonator 4,['Comedy'],1980
The Gadarene Swine,['Drama'],1980
Once a Child of God,[],1980
It's Whatever,"['Comedy', 'Family', 'Romance']",1980
The Quest of Aaron Adams,['Comedy'],1980
Small Change,['Drama'],1980
Snoopy Green's Vampire Movie,['Comedy'],1980
Close to Midnight,['Drama'],1980
Bloom,"['Drama', 'Romance']",1980
The Waiting,"['Action', 'Crime', 'Drama']",1980
Exhibit A-7,['Horror'],1980
Human People,['Comedy'],1980
"Me, Myself, and My Third Eye: 4 Enlightened Stories for 1 Imperfect God",['Drama'],1980
Game of the Year,['Comedy'],1980
Baby Alligators,['Comedy'],1980
Stalked,['Thriller'],1980
Discouraging Words,"['Comedy', 'Drama']",1980
Anikruya,"['Action', 'Adventure', 'Family']",1980
The Last Dudes on Earth,"['Comedy', 'Sci-Fi']",1980
Sunset,['Drama'],1980
Homer and Penelope,[],1980
Mondo Sexxxx: The Terry Kobrah Story,"['Comedy', 'Drama', 'Horror']",1981
09,['Drama'],1981
Sin pecado,"['Drama', 'Fantasy', 'Mystery']",1981
Paper Ketchup,"['Comedy', 'Musical', 'Romance']",1981
You Used to Be Beautiful,"['Comedy', 'Drama', 'Romance']",1981
116 Muscles,['Drama'],1981
The Wake of Dick Johnson,['Drama'],1981
Bob Mazooka: Fun Time Action Hour for Kids,['Comedy'],1981
Life in Parallel,"['Comedy', 'Drama']",1981
Wormtooth Nation,['Sci-Fi'],1981
The Pass Rusher,"['Drama', 'Romance', 'Sport']",1981
Running on Empty,"['Action', 'Thriller']",1981
Front Man,['Drama'],1981
My America,['Drama'],1981
Fillbilly,['Comedy'],1981
Only Human,"['Drama', 'Horror', 'Romance']",1981
Bongoland II: There Is No Place Like Home,['Drama'],1981
Jouir De La Vie,"['Drama', 'Romance']",1981
As Though Dead,['Horror'],1981
Kaptin Boom,['Comedy'],1981
Bubble Bubble Meows and the Meteor Stomachache,['Animation'],1981
The Two Roomer,['Thriller'],1981
Halloween Creep Tales,['Horror'],1981
Road to Kingsville,"['Drama', 'Thriller']",1981
The Bestest Christmas Ever,['Comedy'],1981
Arrgh! A Pirate Story,"['Comedy', 'Music']",1981
Just Another Noir,['Crime'],1981
Reflections on the USS Arizona Memorial,[],1981
"Cheer Up, Sam",['Drama'],1981
Couch Cases,['Comedy'],1981
We Grew Up Here,"['Drama', 'Music']",1981
Good Bye,['Thriller'],1981
Big Top Winkle,['Adventure'],1981
Rat Rod Rockers!,['Crime'],1981
Euthination,['Horror'],1981
Chickens in the Shadows,"['Comedy', 'Music']",1981
Drunk Dumb Fucks,['Comedy'],1981
Retribution of the Wolf,['Western'],1981
The Rockford Blondes,"['Biography', 'Comedy']",1981
The Last Hot Lick,"['Drama', 'Music']",1981
The Parchene Conspiracy,['Sci-Fi'],1981
Only Interstellar Pinball Lives Forever,"['Comedy', 'Drama', 'Fantasy']",1981
Fictionality,['Action'],1981
Senior Prom,['Comedy'],1981
Pwners,"['Comedy', 'Drama']",1981
A Carol of Christmas,['Comedy'],1981
Jerome's Razor,"['Adventure', 'Drama']",1981
The Chemical King,"['Comedy', 'Fantasy']",1981
Rifftrax: Order in the Shorts,['Comedy'],1981
"My Necklace, Myself",['Fantasy'],1981
To Fly,['Drama'],1981
Thirty Second Doom,"['Action', 'Adventure', 'Crime']",1981
Up North,"['Comedy', 'Horror']",1981
Legends of Mini-Golf: The Flamingo's Challenge,['Comedy'],1981
The Happy Widowers,['Comedy'],1981
Ku Klux Kornea,['Comedy'],1981
Hope for a Thorn,['Drama'],1981
Dreams of the Wayward,['Drama'],1981
Grappling with your Demons,['Drama'],1981
Incident at Barstow,['Thriller'],1981
The Mayor & King Switch Places,"['Comedy', 'Crime', 'Drama']",1981
All Suspects,"['Action', 'Crime', 'Drama']",1981
Icrush the Movie,['Comedy'],1981
Max Romer: Appalachian Justice,"['Action', 'Comedy']",1981
Abram's Hand,"['Crime', 'Horror', 'Thriller']",1981
Wright Street,"['Drama', 'Mystery']",1981
Outfitumentary,[],1981
Exit 117,['Drama'],1981
Bee Dead,"['Comedy', 'Horror']",1981
Fools,"['Action', 'Comedy', 'Horror']",1981
"Finally, Lillian and Dan",[],1981
The Doorway,['Horror'],1981
The Sister,['Horror'],1981
Spirit Gum,"['Animation', 'Comedy', 'Fantasy']",1981
The Temple II: Birth into Darkness,"['Action', 'Fantasy', 'Horror']",1981
Suburban Backlot,['Comedy'],1981
The Price of Loyalty,['Action'],1981
A Boys Night Out,['Drama'],1981
Finding St. Isabel,['Drama'],1981
The Light,"['Comedy', 'Horror', 'Sci-Fi']",1981
Social Distortion: Live in Orange County,['Music'],1981
Gans-Nelson Fight,['Sport'],1981
Gary Has No Pants,['Comedy'],1981
I Hate L.A.,"['Comedy', 'Horror', 'Mystery']",1981
The Golden Space City of God,['Musical'],1981
In 200 Characters or Less,"['Comedy', 'Romance']",1981
Consequence,['Drama'],1981
Lightning Salad Moving Picture,['Comedy'],1981
The Season,['Drama'],1981
When the Boys Walk In,['Drama'],1981
Your Roommate,"['Comedy', 'Romance']",1981
Bubble Bubble Meows and the Lame-O Baby Jib,"['Animation', 'Comedy', 'Family']",1981
The Sound of Victory,['Drama'],1981
Gav-n,['Action'],1981
The Abstract Heart,"['Drama', 'Horror', 'Romance']",1981
Here. My Explosion...,['Drama'],1981
Bhoner: The Movie,"['Comedy', 'Horror']",1981
Randomocity,"['Comedy', 'Drama']",1981
The Downfall of Mr. Difford,['Thriller'],1981
Don't Mess with the IRS,"['Action', 'Comedy']",1981
Bored,['Comedy'],1981
The Pine Overcoat,"['Drama', 'Thriller']",1981
Writer's Block,['Thriller'],1981
Monster of Party Beach,['Comedy'],1981
The Hardest Love,['Drama'],1981
Your Second Chance,['Thriller'],1981
Queenie: Priestess of the Ghetto,"['Action', 'Comedy', 'Drama']",1981
Somewhere We Lived,"['Comedy', 'Drama']",1981
Finding Home,['Drama'],1981
Heart Beats,['Romance'],1981
Off-Loop,"['Comedy', 'Drama']",1981
Forgotten in Still Frame,"['Action', 'Drama', 'Thriller']",1981
Novelties,['Drama'],1981
Freaks Nerds & Romantics,"['Comedy', 'Drama', 'Music']",1981
Melvyn's Clock,['Drama'],1981
Nocturnal After Hours,"['Action', 'Comedy', 'Drama']",1981
Four Tanks and a Healer,['Animation'],1981
Ring of Honor: Greatest Rivalries,['Action'],1981
Wolfy's Journey,"['Animation', 'Adventure', 'Fantasy']",1981
Cleaners,['Drama'],1981
Spidertron,"['Action', 'Comedy', 'Sci-Fi']",1981
"Witness to History: The Sights & Sounds of December 7th, 1941",[],1981
The Way of Snow,"['Drama', 'Fantasy']",1981
Sour Apple Freeze Pop,['Comedy'],1981
They Made That Up!,['Comedy'],1981
The Lower Circle,"['Fantasy', 'Horror', 'Sci-Fi']",1981
Broken,"['Comedy', 'Drama', 'Family']",1981
Starcliff,['Action'],1981
The Evangelist,"['Comedy', 'Drama']",1981
Fantastic Tales Of The Unknown: The Movie,['Horror'],1981
"Stripped, Bear",['Drama'],1981
Sheryl Crow: Live,[],1981
Hallows Eve: Slaughter on Second Street,['Horror'],1981
Nicky Newark,['Drama'],1981
Behind the Red Motel Door,['Crime'],1981
Luther's Magic Weed,['Comedy'],1981
Gary from Accounting,['Comedy'],1981
Young Citizen Patriots: Young Kid Ambassadors,['Family'],1981
Below the Border,"['Action', 'Adventure', 'Western']",1981
Honorable Retribution,"['Action', 'Drama']",1981
Hamlin Pond,['Drama'],1981
Found Footage Festival Volume 3: Live in San Francisco,['Comedy'],1981
Dinner with the Dons,['Comedy'],1981
Prank Calls: 50th Call Anniversary,['Comedy'],1981
Hollywoodburgh Shorts!,['Comedy'],1981
Working Stiffs,"['Comedy', 'Horror']",1981
Transfusion,"['Drama', 'Thriller']",1981
O.A.R.: Live from Madison Square Garden,['Music'],1981
Not-So-Super Girl,"['Action', 'Comedy', 'Mystery']",1981
The Heartwood Dagger,['Drama'],1981
The Dead Hate Their Late Fees,"['Comedy', 'Horror']",1981
White Tiger: The Story of Rick and Roddy,['Comedy'],1981
Krissy Belle,['Comedy'],1981
Rail Pennies,"['Adventure', 'Drama']",1981
John Gets Wasted,['Comedy'],1981
Dimensions of Failure,"['Comedy', 'Mystery', 'Sci-Fi']",1981
Rose Colored Miles,['Comedy'],1981
My Dinner with A.J.,"['Comedy', 'Drama']",1981
Lunatics Lovers & Actors,['Drama'],1981
Just Tom,"['Comedy', 'Drama']",1981
"The Donut, the Balloon and the Lifesaver","['Comedy', 'Family']",1981
Staying Gold,['Drama'],1981
Smitty: The Pied Piper,"['Drama', 'Thriller']",1981
A Variety of Mysteries,"['Comedy', 'Drama', 'Mystery']",1981
"PAPA the Man, the Myth, the Legend New Project","['Biography', 'Drama', 'History']",1981
Ben Fries the Slaves,"['Comedy', 'Drama']",1981
Right in the Cloaca!,['Comedy'],1981
Belief,['Drama'],1981
Mondo Sacramento,"['Biography', 'Crime', 'History']",1981
Shameless Reality,['Drama'],1981
JJ Star... How Embarrassing,['Biography'],1981
Cheering Up Dewie,['Comedy'],1981
Devil Come to Hell and Stay Where You Belong,['Western'],1981
Walking Shadows,"['Drama', 'Horror', 'Thriller']",1981
Street of the Dead,"['Adventure', 'Comedy', 'Horror']",1981
Second Sight,"['Drama', 'Sci-Fi', 'Thriller']",1981
The Diamonds of Metro Valley,"['Action', 'Comedy', 'Sci-Fi']",1981
Bridge,"['Drama', 'Family']",1981
A Nightmare to Remember: Volume 1,['Horror'],1981
A Perfect Game,['Comedy'],1981
She Unfolds by Day,['Drama'],1981
Smashed Back,"['Adventure', 'Thriller', 'Western']",1981
A Catastrophe of Men,['Comedy'],1981
Mako Adventures,"['Action', 'Adventure', 'Family']",1981
Flea Market Finish Line,['Drama'],1981
La Sierva,"['Drama', 'Thriller']",1981
Evening's Civil Twilight in Empires of Tin,['Music'],1981
The Dying,['Horror'],1981
Eugene Walter: Last of the Bohemians,['Biography'],1981
The Marshmallow Ghosts Present Corpse Reviver No. 2,['Horror'],1981
A Giant Awakens,['Sport'],1981
Pickled,['Mystery'],1981
Truth,['Drama'],1981
Tangled Web,['Drama'],1981
A Day in the Lifeless,"['Comedy', 'Drama']",1981
The Pastry Tavern,['Animation'],1981
Crimson Circle,"['Drama', 'Thriller']",1981
The Drachen Recruitment Experiment,['Horror'],1981
Captain Slickpants,['Comedy'],1981
Faith,['Comedy'],1981
Lawson: White Heat,"['Action', 'Comedy']",1981
Natalie,['Drama'],1981
"WWE: Summerslam - The Complete Anthology, Vol. 1",['Action'],1981
New York Decalogue,['Drama'],1981
Southsyde,"['Drama', 'Sport']",1981
Writer's Block,"['Drama', 'Romance']",1981
On the Count of 3,"['Action', 'Comedy', 'Crime']",1981
Turning Point,['Drama'],1981
Understanding Vander,"['Comedy', 'Music']",1981
As Cool as Jennifer: Volume 2,"['Action', 'Adventure']",1981
Til Death,"['Comedy', 'Horror']",1981
Run Hollywood Summer,['Comedy'],1981
Men with Arms,"['Drama', 'Family']",1981
Quivering Norman,"['Comedy', 'Music']",1981
The Dangers of Dreaming,['Drama'],1981
The Magic of Christmas II,['Family'],1981
Grindcore: 85 Minutes of Brutal Heavy Metal,['Music'],1981
"Hit Em Hard, the Story of Zaina Juliette","['Biography', 'Music']",1981
The Worst Thing,"['Drama', 'Thriller']",1981
The Forgotten Jewel,['Action'],1981
Mad Cow: The Fall of the ZDA,"['Action', 'Adventure', 'Crime']",1981
"Attack of the Psychedelic Zombies, Man!",['Comedy'],1981
Promenade,[],1981
Kato Therapy,['Thriller'],1981
Shattered Focus,"['Drama', 'Romance']",1981
Duality,"['Comedy', 'Crime']",1981
Elysium,['Drama'],1981
God Is D_ad,['Drama'],1981
Saberfrog,"['Comedy', 'Drama', 'Sci-Fi']",1981
Demonator 4,['Comedy'],1981
The Gadarene Swine,['Drama'],1981
Once a Child of God,[],1981
It's Whatever,"['Comedy', 'Family', 'Romance']",1981
The Quest of Aaron Adams,['Comedy'],1981
Small Change,['Drama'],1981
Snoopy Green's Vampire Movie,['Comedy'],1981
Close to Midnight,['Drama'],1981
Bloom,"['Drama', 'Romance']",1981
The Waiting,"['Action', 'Crime', 'Drama']",1981
Exhibit A-7,['Horror'],1981
Human People,['Comedy'],1981
"Me, Myself, and My Third Eye: 4 Enlightened Stories for 1 Imperfect God",['Drama'],1981
Game of the Year,['Comedy'],1981
Baby Alligators,['Comedy'],1981
Stalked,['Thriller'],1981
Discouraging Words,"['Comedy', 'Drama']",1981
Anikruya,"['Action', 'Adventure', 'Family']",1981
The Last Dudes on Earth,"['Comedy', 'Sci-Fi']",1981
Sunset,['Drama'],1981
Homer and Penelope,[],1981
Mondo Sexxxx: The Terry Kobrah Story,"['Comedy', 'Drama', 'Horror']",1982
09,['Drama'],1982
Sin pecado,"['Drama', 'Fantasy', 'Mystery']",1982
Paper Ketchup,"['Comedy', 'Musical', 'Romance']",1982
You Used to Be Beautiful,"['Comedy', 'Drama', 'Romance']",1982
116 Muscles,['Drama'],1982
The Wake of Dick Johnson,['Drama'],1982
Bob Mazooka: Fun Time Action Hour for Kids,['Comedy'],1982
Life in Parallel,"['Comedy', 'Drama']",1982
Wormtooth Nation,['Sci-Fi'],1982
The Pass Rusher,"['Drama', 'Romance', 'Sport']",1982
Running on Empty,"['Action', 'Thriller']",1982
Front Man,['Drama'],1982
My America,['Drama'],1982
Fillbilly,['Comedy'],1982
Only Human,"['Drama', 'Horror', 'Romance']",1982
Bongoland II: There Is No Place Like Home,['Drama'],1982
Jouir De La Vie,"['Drama', 'Romance']",1982
As Though Dead,['Horror'],1982
Kaptin Boom,['Comedy'],1982
Bubble Bubble Meows and the Meteor Stomachache,['Animation'],1982
The Two Roomer,['Thriller'],1982
Halloween Creep Tales,['Horror'],1982
Road to Kingsville,"['Drama', 'Thriller']",1982
The Bestest Christmas Ever,['Comedy'],1982
Arrgh! A Pirate Story,"['Comedy', 'Music']",1982
Just Another Noir,['Crime'],1982
Reflections on the USS Arizona Memorial,[],1982
"Cheer Up, Sam",['Drama'],1982
Couch Cases,['Comedy'],1982
We Grew Up Here,"['Drama', 'Music']",1982
Good Bye,['Thriller'],1982
Big Top Winkle,['Adventure'],1982
Rat Rod Rockers!,['Crime'],1982
Euthination,['Horror'],1982
Chickens in the Shadows,"['Comedy', 'Music']",1982
Drunk Dumb Fucks,['Comedy'],1982
Retribution of the Wolf,['Western'],1982
The Rockford Blondes,"['Biography', 'Comedy']",1982
The Last Hot Lick,"['Drama', 'Music']",1982
The Parchene Conspiracy,['Sci-Fi'],1982
Only Interstellar Pinball Lives Forever,"['Comedy', 'Drama', 'Fantasy']",1982
Fictionality,['Action'],1982
Senior Prom,['Comedy'],1982
Pwners,"['Comedy', 'Drama']",1982
A Carol of Christmas,['Comedy'],1982
Jerome's Razor,"['Adventure', 'Drama']",1982
The Chemical King,"['Comedy', 'Fantasy']",1982
Rifftrax: Order in the Shorts,['Comedy'],1982
"My Necklace, Myself",['Fantasy'],1982
To Fly,['Drama'],1982
Thirty Second Doom,"['Action', 'Adventure', 'Crime']",1982
Up North,"['Comedy', 'Horror']",1982
Legends of Mini-Golf: The Flamingo's Challenge,['Comedy'],1982
The Happy Widowers,['Comedy'],1982
Ku Klux Kornea,['Comedy'],1982
Hope for a Thorn,['Drama'],1982
Dreams of the Wayward,['Drama'],1982
Grappling with your Demons,['Drama'],1982
Incident at Barstow,['Thriller'],1982
The Mayor & King Switch Places,"['Comedy', 'Crime', 'Drama']",1982
All Suspects,"['Action', 'Crime', 'Drama']",1982
Icrush the Movie,['Comedy'],1982
Max Romer: Appalachian Justice,"['Action', 'Comedy']",1982
Abram's Hand,"['Crime', 'Horror', 'Thriller']",1982
Wright Street,"['Drama', 'Mystery']",1982
Outfitumentary,[],1982
Exit 117,['Drama'],1982
Bee Dead,"['Comedy', 'Horror']",1982
Fools,"['Action', 'Comedy', 'Horror']",1982
"Finally, Lillian and Dan",[],1982
The Doorway,['Horror'],1982
The Sister,['Horror'],1982
Spirit Gum,"['Animation', 'Comedy', 'Fantasy']",1982
The Temple II: Birth into Darkness,"['Action', 'Fantasy', 'Horror']",1982
Suburban Backlot,['Comedy'],1982
The Price of Loyalty,['Action'],1982
A Boys Night Out,['Drama'],1982
Finding St. Isabel,['Drama'],1982
The Light,"['Comedy', 'Horror', 'Sci-Fi']",1982
Social Distortion: Live in Orange County,['Music'],1982
Gans-Nelson Fight,['Sport'],1982
Gary Has No Pants,['Comedy'],1982
I Hate L.A.,"['Comedy', 'Horror', 'Mystery']",1982
The Golden Space City of God,['Musical'],1982
In 200 Characters or Less,"['Comedy', 'Romance']",1982
Consequence,['Drama'],1982
Lightning Salad Moving Picture,['Comedy'],1982
The Season,['Drama'],1982
When the Boys Walk In,['Drama'],1982
Your Roommate,"['Comedy', 'Romance']",1982
Bubble Bubble Meows and the Lame-O Baby Jib,"['Animation', 'Comedy', 'Family']",1982
The Sound of Victory,['Drama'],1982
Gav-n,['Action'],1982
